,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
3415,1077399563571322880,1077399563571322880,2018-12-25,thathikkikomori,"(To Maria)""I...I could have made tea for myself. But this time, I let my guard down a little.""",[],"(To Maria)""I...I could have made tea for myself. But this time, I let my guard down a little.""",1
3420,1079774641001062401,1079774641001062401,2018-12-31,sierra_osborne0,"I am so busy 24/7. I barely have time to breath most days, let alone sit down. Juggling work, school, my family, calebs family, Caleb & my two dogs. While paying bills, and still trying to maintain what little friends I have. I don’t have time to entertain anyone & their issues.",[],"I am so busy 24/7. I barely have time to breath most days, let alone sit down. Juggling work, school, my family, calebs family, Caleb & my two dogs. While paying bills, and still trying to maintain what little friends I have. I don’t have time to entertain anyone & their issues.",1
3422,1079570864805302273,1079570267444133888,2018-12-31,troublxsome,My life really began after the boards. Thank you Lord for that moment where I saw the real value of life esp those moments when I'm down. You never let me feel alone coz I have the best ppl around me esp my family 💕 thank yoy Lord for the gift of love.fam.friends.,[],My life really began after the boards. Thank you Lord for that moment where I saw the real value of life esp those moments when I'm down. You never let me feel alone coz I have the best ppl around me esp my family 💕 thank yoy Lord for the gift of love.fam.friends.,1
3425,1079454084338454528,1079454084338454528,2018-12-30,lovelyss_xo,I think I finally convinced Jay to let me have a gender reveal party 😎 My family seemed really down for an excuse to party but how many of them are actually going to make the trip to visit for it?,[],I think I finally convinced Jay to let me have a gender reveal party 😎 My family seemed really down for an excuse to party but how many of them are actually going to make the trip to visit for it?,1
3426,1079175988364349440,1079175988364349440,2018-12-30,sash_ella,My family will not let me live down the fact that 2 bottles of wine and little rum and squash drunk me and have me a laugh loud for everything. I’m from Southfield st Elizabeth I’m basically the weakest fence in the family.,[],My family will not let me live down the fact that 2 bottles of wine and little rum and squash drunk me and have me a laugh loud for everything. I’m from Southfield st Elizabeth I’m basically the weakest fence in the family.,1
3430,1078848915221463040,1078848915221463040,2018-12-29,sharonb88896771,I do for my family and I have never let Charles down doing all the raising of the children all the cooking all the cleaning all the yard work all the laundry and all the taking to hospitals and doctors so why would he tell Jesse well your mom I can’t depend on when I have surgery,[],I do for my family and I have never let Charles down doing all the raising of the children all the cooking all the cleaning all the yard work all the laundry and all the taking to hospitals and doctors so why would he tell Jesse well your mom I can’t depend on when I have surgery,1
3439,1078720487537209344,1078720487537209344,2018-12-28,rmurray124,I have never been more let down and disappointed by some of my family than I am right now. 😞,[],I have never been more let down and disappointed by some of my family than I am right now. 😞,1
3445,1078210208135081986,1078210208135081986,2018-12-27,projectphipps,I'm gonna be ready I have my own real life Michael Myers I be damn if my family gets killed by this freak when he get out aint non of this running around letting youre guard down. Only thing getting let down is his casket,[],I'm gonna be ready I have my own real life Michael Myers I be damn if my family gets killed by this freak when he get out aint non of this running around letting youre guard down. Only thing getting let down is his casket,1
3446,1078032402075791360,1078032402075791360,2018-12-26,abigailclennell,"Crying in bed, so frustrated that Steven made an effort to have Christmas with my family this year and I’ve spent the whole time in bed sick, really feel like I’ve let everyone down this year 😭🤢💩",[],"Crying in bed, so frustrated that Steven made an effort to have Christmas with my family this year and I’ve spent the whole time in bed sick, really feel like I’ve let everyone down this year 😭🤢💩",1
3451,1077700550798516225,1077700550798516225,2018-12-26,hinatakonan,Yesterday I stepped down as Hilton worker but my boss didn’t let me do it 😱because she said that I’m a magnificent employee and they don’t want to lose me😭 so she gave me another job in Hilton 😇where I can have time for me and my family😊,[],Yesterday I stepped down as Hilton worker but my boss didn’t let me do it 😱because she said that I’m a magnificent employee and they don’t want to lose me😭 so she gave me another job in Hilton 😇where I can have time for me and my family😊,1
3452,1077639855100825601,1077639855100825601,2018-12-25,klhatter,"Once again I let my family and friends down by not making it home for Christmas. Unlike John Walton who blows in and saves the day for the Walton's, I should have planned this better, though it's hard to plan on cancer and radiation treatment. I will make it up to all ya'll …",[],"Once again I let my family and friends down by not making it home for Christmas. Unlike John Walton who blows in and saves the day for the Walton's, I should have planned this better, though it's hard to plan on cancer and radiation treatment. I will make it up to all ya'll …",1
3453,1077612722932600835,1077612722932600835,2018-12-25,bolt5445,If i could have one thing for Christmas for the rest of my life it to not feel like I let down my family,[],If i could have one thing for Christmas for the rest of my life it to not feel like I let down my family,1
3454,1077500544590270464,1077500544590270464,2018-12-25,gugusoshi,I'm.not gonna be on much today because yet again my family have let me down but I was tryna be optimistic but look at me I am the fool,[],I'm.not gonna be on much today because yet again my family have let me down but I was tryna be optimistic but look at me I am the fool,1
3456,1077451851442896896,1077451851442896896,2018-12-25,sopademaruchan,"i hated holidays and would spend them in my room alone, but today was the first time in a while that i sat down with my family and had a great time. i love my family and my friends. thank you for everything. i realized the amount of potential i have and i wont let it go to waste!",[],"i hated holidays and would spend them in my room alone, but today was the first time in a while that i sat down with my family and had a great time. i love my family and my friends. thank you for everything. i realized the amount of potential i have and i wont let it go to waste!",1
3457,1077415086392627201,1077415086392627201,2018-12-25,kyanapanoussi,"so thankful to have such wonderful friends and family❤️ thankful to those I have just met this year, thankful to those who’ve been by my side, and eternally grateful for my family who have never let me down ❄️ merry Christmas everyone I hope it’s a great one 🥂",[],"so thankful to have such wonderful friends and family❤️ thankful to those I have just met this year, thankful to those who’ve been by my side, and eternally grateful for my family who have never let me down ❄️ merry Christmas everyone I hope it’s a great one 🥂",1
3458,1077387814956863489,1077387810624208896,2018-12-25,markasalinas,"And now I’m back home and ready to spend the remaining of the year with the only people whom have never let me down, my family.",[],"And now I’m back home and ready to spend the remaining of the year with the only people whom have never let me down, my family.",1
3462,1077261276387180545,1077261276387180545,2018-12-24,christina_97x,"My ‘family’ are a fucking joke said they would come mine and Ashton’s house this Christmas and now there not even coming and have let us down as usual, don’t know why I bother😢",[],"My ‘family’ are a fucking joke said they would come mine and Ashton’s house this Christmas and now there not even coming and have let us down as usual, don’t know why I bother😢",1
3463,1077257328443998208,1077257328443998208,2018-12-24,alyssalarner,"Ben is coming down to Lansing tonight to spend Christmas Eve and morning with my family, and let me tell you... I have never been more excited in my life",[],"Ben is coming down to Lansing tonight to spend Christmas Eve and morning with my family, and let me tell you... I have never been more excited in my life",1
3464,1077251972544241664,1077251972544241664,2018-12-24,thethrashposs,"Genuinely can't wait to have a Christmas without my family. I'm so sick of all this shit.

First year I finally get to stay in my room instead of on my parents floor and mum won't give me a fucking break. 

I just want to fucking lie down and let my anxiety chill",[],"Genuinely can't wait to have a Christmas without my family. I'm so sick of all this shit.

First year I finally get to stay in my room instead of on my parents floor and mum won't give me a fucking break. 

I just want to fucking lie down and let my anxiety chill",1
3465,1077236355506159616,1077236355506159616,2018-12-24,_johnnyrogers,"Hit rock bottom and it got me thinking about everything I got and wow, I’m beyond blessed to have the people in my life. I’m forever grateful to have my family and friends. Trying my hardest not to let the people that believe in me down.",[],"Hit rock bottom and it got me thinking about everything I got and wow, I’m beyond blessed to have the people in my life. I’m forever grateful to have my family and friends. Trying my hardest not to let the people that believe in me down.",1
3466,1077214259656970240,1077214259656970240,2018-12-24,kami_mccormick,"let's see. what outfit should I look cute in just to eat, sit down in, and have my family talk crap about it?🤷🏼‍♀️🤔",[],"let's see. what outfit should I look cute in just to eat, sit down in, and have my family talk crap about it?🤷🏼‍♀️🤔",1
3467,1077114808879796224,1077114807483092992,2018-12-24,alexcattanach,"We got delivery of 1 out of 3 sections and it appears that the other 2 pieces have been lost! So in short, no where for my family to sleep and no resolution. This has put a dent I our Christmas and I'm sorry to say, John Lewis have offered no solution. I feel so let down.",[],"We got delivery of 1 out of 3 sections and it appears that the other 2 pieces have been lost! So in short, no where for my family to sleep and no resolution. This has put a dent I our Christmas and I'm sorry to say, John Lewis have offered no solution. I feel so let down.",1
3472,1076724656927883265,1076724656927883265,2018-12-23,ashlyn_slocum,"Why am I looked down upon?
•I’m a teenager 
•I’m a woman
•I’m depressed 
• I have anxiety and ADHD
•I’m the youngest in my family
My age, gender, and mental health should not cause me to be looked down upon, I’m a human with right. Let me use those rights.",[],"Why am I looked down upon?
•I’m a teenager 
•I’m a woman
•I’m depressed 
• I have anxiety and ADHD
•I’m the youngest in my family
My age, gender, and mental health should not cause me to be looked down upon, I’m a human with right. Let me use those rights.",1
3473,1076651209434505216,1076651209434505216,2018-12-23,dray_524,"How all my family parties go:
-I decided to climb the rock wall
-Amanda was the anchor
-I got to the top and was gonna come down so I let go
-Amanda didn’t have me
-I fell straight on my back on cement 10 feet in the air
-I’m now dying
This is why we can’t be trusted together  pic.twitter.com/Jnl1iYVrCG",[],"How all my family parties go:
-I decided to climb the rock wall
-Amanda was the anchor
-I got to the top and was gonna come down so I let go
-Amanda didn’t have me
-I fell straight on my back on cement 10 feet in the air
-I’m now dying
This is why we can’t be trusted together  pic.twitter.com/Jnl1iYVrCG",1
3477,1076518605238517763,1076518605238517763,2018-12-22,missemilyjayx,"Once again I feel like I have let my family down, not going to a family meal can’t deal with it. Annual Emily screw up 😩👏🏻",[],"Once again I feel like I have let my family down, not going to a family meal can’t deal with it. Annual Emily screw up 😩👏🏻",1
3480,1076241032797478912,1076241032797478912,2018-12-22,marsha_r_b,My family comes to visit in a couple days. Let’s pray I don’t have a mental break down because of them.  pic.twitter.com/hI0yOKESet,[],My family comes to visit in a couple days. Let’s pray I don’t have a mental break down because of them.  pic.twitter.com/hI0yOKESet,1
3483,1075958017663762433,1075958017663762433,2018-12-21,lovestruckbts,"I wish y'all still remember me, i am so sorry for being so inactive, i haven't been feeling of being on twitter bc of all what's happening with me and my family. I am really sorry if i have let anyone of you down :'(",[],"I wish y'all still remember me, i am so sorry for being so inactive, i haven't been feeling of being on twitter bc of all what's happening with me and my family. I am really sorry if i have let anyone of you down :'(",1
3485,1075860796490559488,1075860796490559488,2018-12-20,arianaclassics,I mean my family have had an upside down Christmas tree for years so ariana was obvs just feeling inspired let’s face it,[],I mean my family have had an upside down Christmas tree for years so ariana was obvs just feeling inspired let’s face it,1
3486,1075856414604779521,1075856414604779521,2018-12-20,archeralmighty,My family is doing good this year and have done a lot of growing. Me especially. I’m beyond blessed 2 have them.  me when I’m down and let’s me be me walking around like the Grinch. But...the way my bank account sent up. I don’t get paid yet due 2 no 👂🏾 $ pic.twitter.com/xsXzhhCct2,['#elevatedthoughts'],My family is doing good this year and have done a lot of growing. Me especially. I’m beyond blessed 2 have them.  me when I’m down and let’s me be me walking around like the Grinch. But...the way my bank account sent up. I don’t get paid yet due 2 no 👂🏾#ElevatedThoughts $ pic.twitter.com/xsXzhhCct2,1
3487,1075830438764134400,1075829959489437696,2018-12-20,kirstieloucarr,through. Items in stock when ordered and I was told they’d be ready the next working day (Tuesday). I don’t have chance to get alternative presents and I have no idea where my delivery is. Feel totally let down and I have nothing to give one of my family members now 😭,[],through. Items in stock when ordered and I was told they’d be ready the next working day (Tuesday). I don’t have chance to get alternative presents and I have no idea where my delivery is. Feel totally let down and I have nothing to give one of my family members now 😭,1
3488,1075799903639662592,1075799903639662592,2018-12-20,bake_city57,I’ve just been notified by my dentist that I have gotten my first cavity. I feel as if I have let myself and my family down😔,[],I’ve just been notified by my dentist that I have gotten my first cavity. I feel as if I have let myself and my family down😔,1
3491,1075691835278925824,1075691835278925824,2018-12-20,eithermom,I am so disappointed in you. I’ve known you for about 6-7 years now and you have always let me down. When are you going to open your eyes and grow up ? When are you gonna realize that my family and I have been here for you through thick and thin ?,[],I am so disappointed in you. I’ve known you for about 6-7 years now and you have always let me down. When are you going to open your eyes and grow up ? When are you gonna realize that my family and I have been here for you through thick and thin ?,1
3494,1075543356443410439,1075543356443410439,2018-12-20,wolfgaymes,"i'm a 23 year old gay kid. I'm a nerd/geek/freak. I have a large heart and i try so hard to live the pacifistic life. I love my family and friends. I have baggage like everyone else, i don't let that baggage bring me as a human being down. Use your past to better yourself! ",['#peace'],"i'm a 23 year old gay kid. I'm a nerd/geek/freak. I have a large heart and i try so hard to live the pacifistic life. I love my family and friends. I have baggage like everyone else, i don't let that baggage bring me as a human being down. Use your past to better yourself! #Peace",1
3497,1075416362653310976,1075416362653310976,2018-12-19,thielencindy,"I just mailed out a couple of cute holiday cards to my family down south and I have a couple left over. If any of my friends would like to get a card from me, let me know! 😊",[],"I just mailed out a couple of cute holiday cards to my family down south and I have a couple left over. If any of my friends would like to get a card from me, let me know! 😊",1
3498,1075337488145604608,1075337488145604608,2018-12-19,ohkaycupid,"i've had 2 mental break downs today & i am definitely not okay. fainted while cleaning the house again & i just laid there & cried because i have failed to clean the house. also, i let the people who care most about me down, my family. i couldn't help it but my mind was negative",[],"i've had 2 mental break downs today & i am definitely not okay. fainted while cleaning the house again & i just laid there & cried because i have failed to clean the house. also, i let the people who care most about me down, my family. i couldn't help it but my mind was negative",1
3499,1075172521001926657,1075172521001926657,2018-12-19,kayyceeluxe,"  I would use my year to focus on my health. I have been slacking lately (a lot!!!) I’d use this time & just dwindle down on the unimportant stuff. Focus on what’s good for me, for my family. Smartphones are a huge distraction. Let’s get back to basic ❤️","['#nophoneforayear', '#contest']","#NoPhoneForAYear #Contest I would use my year to focus on my health. I have been slacking lately (a lot!!!) I’d use this time & just dwindle down on the unimportant stuff. Focus on what’s good for me, for my family. Smartphones are a huge distraction. Let’s get back to basic ❤️",1
3501,1074731694698192906,1074731694698192906,2018-12-17,therealgiusy,"This week I have a thing to do that it's important for me to pass but I'm so afraid to let myself down and my family😢 it's happened in the past I don't want tht happen again,I want tht everything is going to be fine 🙏🙏🙏",[],"This week I have a thing to do that it's important for me to pass but I'm so afraid to let myself down and my family😢 it's happened in the past I don't want tht happen again,I want tht everything is going to be fine 🙏🙏🙏",1
3503,1074452825030230021,1074452825030230021,2018-12-17,kijaa_k,"For me to bring a guy home I have to really like him, cause my family will not let it die down",[],"For me to bring a guy home I have to really like him, cause my family will not let it die down",1
3505,1073697128407621632,1073697128407621632,2018-12-14,miss_pinkette,This is like the 2nd time in 2months that I have felt let down by my family.,[],This is like the 2nd time in 2months that I have felt let down by my family.,1
3506,1073623501075030017,1073623501075030017,2018-12-14,bare_eds2,My family let me go pick the Christmas tree and I was like “WE HAVE HIGH CEILINGS DAHLING” forgetting that the Christmas tree goes where the ceiling slopes down and it’s a TAD too big  pic.twitter.com/wJIv6AYAsZ,[],My family let me go pick the Christmas tree and I was like “WE HAVE HIGH CEILINGS DAHLING” forgetting that the Christmas tree goes where the ceiling slopes down and it’s a TAD too big  pic.twitter.com/wJIv6AYAsZ,1
3510,1073435308027453441,1073435308027453441,2018-12-14,captainmvf,I have so many receipts on my family but I won't share them if it makes people uncomfortable. Let me know if I should take anything down.,[],I have so many receipts on my family but I won't share them if it makes people uncomfortable. Let me know if I should take anything down.,1
3512,1073279132530868224,1073279132530868224,2018-12-13,hjordanz,I’m so glad my kids have my family behind them . We may  not speak all the time but I know if whatever reason it came down to it my blood wouldn’t let my kids fall🖤💪🏻,[],I’m so glad my kids have my family behind them . We may  not speak all the time but I know if whatever reason it came down to it my blood wouldn’t let my kids fall🖤💪🏻,1
3513,1073264217560498176,1073264217560498176,2018-12-13,teethingpup,I’ve to prepare a ‘script’ whenever I have to make a phonecall to anyone that’s not my family or close friend and I just babble on when people pick up and they say huh? And my world comes crashing down and I’m at a loss... Please please let all the phonecalls go smoothly tmr 🙏🏻,[],I’ve to prepare a ‘script’ whenever I have to make a phonecall to anyone that’s not my family or close friend and I just babble on when people pick up and they say huh? And my world comes crashing down and I’m at a loss... Please please let all the phonecalls go smoothly tmr 🙏🏻,1
3514,1073261833824428033,1073261827264577537,2018-12-13,jeekstank,"Well I have no idea how to cook anything let alone tamales so I shoot it down real fast and he says ""you know, my family is from El Salvador and we get together every year to make tamales and we're doing it this weekend, maybe I can give you some?""",[],"Well I have no idea how to cook anything let alone tamales so I shoot it down real fast and he says ""you know, my family is from El Salvador and we get together every year to make tamales and we're doing it this weekend, maybe I can give you some?""",1
3515,1073118022259433474,1073118011610054656,2018-12-13,mrszimmerbun,All of the time spent preparing for the event feels like a waste. I feel sad and frustrated with myself. I feel like I've let my family and friends down because I didn't have the emotional energy to weather the storm of anxiety.,[],All of the time spent preparing for the event feels like a waste. I feel sad and frustrated with myself. I feel like I've let my family and friends down because I didn't have the emotional energy to weather the storm of anxiety.,1
3516,1073006347753480192,1072997520031256581,2018-12-13,msericalynnok,"My family and friends. I love them so much and I don’t wanna let them down. Also, I can’t help but to feel like there is more for me to do and experience so I have to just keep fighting even when I barely have enough. Faith.",[],"My family and friends. I love them so much and I don’t wanna let them down. Also, I can’t help but to feel like there is more for me to do and experience so I have to just keep fighting even when I barely have enough. Faith.",1
3518,1072881919363289088,1072881919363289088,2018-12-12,miamibeatwave,It's just a matter of time⏳I appreciate every single one of you who have supported me on this journey 🙏🏻 It's all love 🖤 I've been working extra hard on the dream for y'all and my family...I can't let you guys down.  pic.twitter.com/9BDGeyHLBq,[],It's just a matter of time⏳I appreciate every single one of you who have supported me on this journey 🙏🏻 It's all love 🖤 I've been working extra hard on the dream for y'all and my family...I can't let you guys down.  pic.twitter.com/9BDGeyHLBq,1
3523,1072707454427906048,1072707454427906048,2018-12-12,loganakasad,i have a problem with sleep walking/eating and my family will never let me live it down 😂  pic.twitter.com/W60x3ID0Ef,[],i have a problem with sleep walking/eating and my family will never let me live it down 😂  pic.twitter.com/W60x3ID0Ef,1
3525,1072657972076179457,1072657967017803777,2018-12-12,brannohall,"I do wish to apologize to my family, friends, colleagues & everyone else who have felt embarassed by my recent movements. They were merely of genuine intentions. 

If I am a snake, crucify me for it.
One who has made their bed shall certainly lie down in it.
Let it be known tho..",[],"I do wish to apologize to my family, friends, colleagues & everyone else who have felt embarassed by my recent movements. They were merely of genuine intentions. 

If I am a snake, crucify me for it.
One who has made their bed shall certainly lie down in it.
Let it be known tho..",1
3526,1072530951941619713,1072530951941619713,2018-12-11,elvenleafs,"when i'm active in the gc: milk ! orcs ! dick me down bitch ! Let's jump tove

when i'm sleeping: i love you all. You have become my family and i love you all. 

i always get robbed of soft moments",[],"when i'm active in the gc: milk ! orcs ! dick me down bitch ! Let's jump tove

when i'm sleeping: i love you all. You have become my family and i love you all. 

i always get robbed of soft moments",1
3529,1072377007311331329,1072377007311331329,2018-12-11,__jobailey,Everybody been asking me for Christmas gifts. I hardly have the money to get my family and Bestfriend gifts. Let's calm down.,[],Everybody been asking me for Christmas gifts. I hardly have the money to get my family and Bestfriend gifts. Let's calm down.,1
3532,1071886319964618752,1071886319964618752,2018-12-09,politenessss,"This man don’t let me pay for nothing. Me and my daughter so blessed to have him back in our lives. The way he hold it down and treat us, I thank God.

My family 👨‍👩‍👧 is everything 🥰",[],"This man don’t let me pay for nothing. Me and my daughter so blessed to have him back in our lives. The way he hold it down and treat us, I thank God.

My family 👨‍👩‍👧 is everything 🥰",1
3533,1071754631674454016,1071754628218286080,2018-12-09,kiiroijimi,and my family (army) because the people in my phone are the people that make me the happiest :( my irls have let me down a bit and the only place i can come to chill out and be happy is right on this here blue bird app :(( i can connect with people on here unlike irl. +,[],and my family (army) because the people in my phone are the people that make me the happiest :( my irls have let me down a bit and the only place i can come to chill out and be happy is right on this here blue bird app :(( i can connect with people on here unlike irl. +,1
3534,1071670114267877376,1071670114267877376,2018-12-09,zackstamper15,I put a ton of pressure on myself but that’s only because I don’t want to let my family down like others have.,[],I put a ton of pressure on myself but that’s only because I don’t want to let my family down like others have.,1
3537,1071335358946656258,1071015929046216704,2018-12-08,1vetolson,i am only saying do you have enough money for 2 changes. I go out in the woods to find and animal that is old enough and big enough to feed my family and sometime it doesnt happen. There has been many times where i have let my bow down because the animal is to young. Same with u,[],i am only saying do you have enough money for 2 changes. I go out in the woods to find and animal that is old enough and big enough to feed my family and sometime it doesnt happen. There has been many times where i have let my bow down because the animal is to young. Same with u,1
3538,1045766715160875008,1045766227803754497,2018-09-28,jordanmealy,I am trying to move away from those old habits. That whole time I was struggling with feelings of worthlessness and despair and people couldn’t even see that because they were only looking at the things I’ve accomplished instead of the fact that I needed help and I was very sad.,[],I am trying to move away from those old habits. That whole time I was struggling with feelings of worthlessness and despair and people couldn’t even see that because they were only looking at the things I’ve accomplished instead of the fact that I needed help and I was very sad.,1
3541,943824105236656129,943817401040125953,2017-12-21,minhot5,I have been struggling with negative thoughts & feelings of worthlessness for a while now & Jonghyun's passing may have triggered it. I am a huge advocate of mental health but I cannot help others if I am not okay myself. I will go on a hiatus to let me cope in my own way.,[],I have been struggling with negative thoughts & feelings of worthlessness for a while now & Jonghyun's passing may have triggered it. I am a huge advocate of mental health but I cannot help others if I am not okay myself. I will go on a hiatus to let me cope in my own way.,1
3542,819638784740519936,819638784740519936,2017-01-12,joshyeg,"I am not doing great today. Feelings of sadness, frustration, anger. Struggling with thoughts of worthlessness.",[],"I am not doing great today. Feelings of sadness, frustration, anger. Struggling with thoughts of worthlessness.",1
3543,798609344216649729,798609344216649729,2016-11-15,san_pellegr1no,"Today I Am Struggling With
*drum roll*
Crippling Feelings Of Worthlessness",[],"Today I Am Struggling With
*drum roll*
Crippling Feelings Of Worthlessness",1
3545,314846237239164928,314846237239164928,2013-03-21,nursiedeb,I am not ashamed to admit I am struggling with life. Depression has blighted me for years. since my accident the feelings of worthlessness,[],I am not ashamed to admit I am struggling with life. Depression has blighted me for years. since my accident the feelings of worthlessness,1
3546,239560176485675009,239560176485675009,2012-08-26,myriad,"i am really struggling with feelings of worthlessness today. nymph is managing to not capitulate, but the victory feels hollow.",[],"i am really struggling with feelings of worthlessness today. nymph is managing to not capitulate, but the victory feels hollow.",1
3547,99644828652027904,99644828652027904,2011-08-06,andrewsrecovery,having a tough day. It was the interns last day & I am grieving. Have really been struggling with insecurity and feelings of worthlessness.,[],having a tough day. It was the interns last day & I am grieving. Have really been struggling with insecurity and feelings of worthlessness.,1
3558,839748369346023426,839748369346023426,2017-03-09,mattyangelnz,I am struggling with lots of feelings right now and guilt and regret are in my head and I am scared. I feel so bad.,[],I am struggling with lots of feelings right now and guilt and regret are in my head and I am scared. I feel so bad.,1
3561,185556772034052097,185556772034052097,2012-03-30,fourhourtarget,I am struggling to cope with the lack of guilt when not revising at this time. *orders textbooks over Amazon to alleviate feelings*,[],I am struggling to cope with the lack of guilt when not revising at this time. *orders textbooks over Amazon to alleviate feelings*,1
3563,1079691500437438464,1079691500437438464,2018-12-31,bkahg__,";____; I have to learn Japanese from the beginning again. I have trouble concentrating for long periods of time, I get bored very easily and it’s hard for me to focus.. I will do the business course first and start the assignments ASAP.... wow.... my time management... shabby",[],";____; I have to learn Japanese from the beginning again. I have trouble concentrating for long periods of time, I get bored very easily and it’s hard for me to focus.. I will do the business course first and start the assignments ASAP.... wow.... my time management... shabby",1
3565,1079652236442173440,1079651699466240006,2018-12-31,softhoneypot,The last time I was rly into a series it was Precure but you have to get to like ep. 40 of each series before the plot really starts and I have trouble concentrating,[],The last time I was rly into a series it was Precure but you have to get to like ep. 40 of each series before the plot really starts and I have trouble concentrating,1
3568,1079008035786362880,1079008035786362880,2018-12-29,louisxwalls,I have so much trouble concentrating on history. It’s so boring,[],I have so much trouble concentrating on history. It’s so boring,1
3569,1078887770402111488,1078886847722352645,2018-12-29,shesthelioness,"""I never would have suspected my symptoms were symptoms; rather, I considered these traits—my messiness, forgetfulness, trouble concentrating, important-document-losing—to be embarrassing personal failings.""",[],"""I never would have suspected my symptoms were symptoms; rather, I considered these traits—my messiness, forgetfulness, trouble concentrating, important-document-losing—to be embarrassing personal failings.""",1
3574,1077742775607742466,1077742775607742466,2018-12-26,dudenamedcypher,"You know what? I have trouble concentrating on shit, no it's not that ADHD shit but it formes itself into a wave-like pattern, so the chance if my life can be shit or not today is about 50 %. I love having this",[],"You know what? I have trouble concentrating on shit, no it's not that ADHD shit but it formes itself into a wave-like pattern, so the chance if my life can be shit or not today is about 50 %. I love having this",1
3576,1076755799064625152,1076755799064625152,2018-12-23,withlove___s,"to everyone I’m sending Christmas cards to this year,
I’ve been having trouble concentrating this past few weeks because so many things have been happening. Please 🐻 with me, I’ll be posting them  tomorrow so you’ll get them before new year, hopefully.
- with love, S. ♥️",[],"to everyone I’m sending Christmas cards to this year,
I’ve been having trouble concentrating this past few weeks because so many things have been happening. Please 🐻 with me, I’ll be posting them  tomorrow so you’ll get them before new year, hopefully.
- with love, S. ♥️",1
3579,1074434323380604934,1074434323380604934,2018-12-17,hjmovingfaraway,"Got home 30 min ago & had to evict a couple of progs off the planner. Trouble is now there's so much to watch that needs concentrating on, that I'm no good at sitting down 😮 Will have to empty it over the week. There's some corker programmes on Sat/Sun ❤️ Gonna be a good year 🎄",[],"Got home 30 min ago & had to evict a couple of progs off the planner. Trouble is now there's so much to watch that needs concentrating on, that I'm no good at sitting down 😮 Will have to empty it over the week. There's some corker programmes on Sat/Sun ❤️ Gonna be a good year 🎄",1
3580,1074417048569171969,1074417048569171969,2018-12-16,fetfruners,starting to think i might've done better if i had gone to the hospital last night because i still have a headache and trouble concentrating,[],starting to think i might've done better if i had gone to the hospital last night because i still have a headache and trouble concentrating,1
3585,1073228669378854912,1073228669378854912,2018-12-13,ananashx,I really have trouble concentrating it is crazy I'm dancing instead of studying,[],I really have trouble concentrating it is crazy I'm dancing instead of studying,1
3586,1073148600807350272,1073148600807350272,2018-12-13,vesper_raven,"""They may share some symptoms with migraine, like problems with sleep and appetite change, being easily upset, trouble concentrating, low energy, nausea, and dizziness are all symptoms of migraine, depression and/or anxiety"" 

 i dont know if i have migraine or all of them lmaooo",[],"""They may share some symptoms with migraine, like problems with sleep and appetite change, being easily upset, trouble concentrating, low energy, nausea, and dizziness are all symptoms of migraine, depression and/or anxiety"" 

 i dont know if i have migraine or all of them lmaooo",1
3588,1073005864380977152,1073005381192949761,2018-12-13,qarx,"if I wasn't too depressed to bother with them, I'd often have trouble concentrating on them due to an old habit of my mom interrupting me constantly while playing them so I unfortunately developed a shorter attention span for a while and have to get up and do something else often",[],"if I wasn't too depressed to bother with them, I'd often have trouble concentrating on them due to an old habit of my mom interrupting me constantly while playing them so I unfortunately developed a shorter attention span for a while and have to get up and do something else often",1
3589,1072881799632699394,1072881484128759810,2018-12-12,ashbrie_tweets,It's day 4 and I still have some migraine pain. Like not severely but enough to be annoying and have trouble concentrating.,[],It's day 4 and I still have some migraine pain. Like not severely but enough to be annoying and have trouble concentrating.,1
3592,1072650016899153922,1072634089495293953,2018-12-12,justakpopfan135,"Um yall can ask questoions idm I'll answer the 2 I hate first tho
1. Is it contagious? No.
2. So are you like dumber than average (I have been asked this)? No but certain people struggle with different aspects of things. I have trouble concentrating but that's my insomnia.",[],"Um yall can ask questoions idm I'll answer the 2 I hate first tho
1. Is it contagious? No.
2. So are you like dumber than average (I have been asked this)? No but certain people struggle with different aspects of things. I have trouble concentrating but that's my insomnia.",1
3593,1072187569553768449,1072187569553768449,2018-12-10,brokenwomanxc,Ok so i have ADD and have trouble concentrating. I'm so tired of hearing 'just concentrate.',[],Ok so i have ADD and have trouble concentrating. I'm so tired of hearing 'just concentrate.',1
3594,1072097172617859072,1072097172617859072,2018-12-10,lannlannz,"Told my stepdad that I was getting tested for adhd and he told me that if I have trouble concentrating I should just do yoga or meditate, which sounds...awful. He also said I don't have it bc I graduated college. *looks at my 1.9 GPA like I'm on The Office*",[],"Told my stepdad that I was getting tested for adhd and he told me that if I have trouble concentrating I should just do yoga or meditate, which sounds...awful. He also said I don't have it bc I graduated college. *looks at my 1.9 GPA like I'm on The Office*",1
3597,1071372876547264512,1071372876547264512,2018-12-08,mythosapiens,"i mean i am scared for exams and i have trouble concentrating these days, but maybe thats why a good day like this is exactly what i need 😊",[],"i mean i am scared for exams and i have trouble concentrating these days, but maybe thats why a good day like this is exactly what i need 😊",1
